Spots	Groups	Patients	cell_left	cell_mid	cell_right	N_mid	N_tot	ratio_mean	quant	mean_rand	sd_rand	d_0.01	d_0.05	d_0.25	d_0.5	d_0.75	d_0.95	d_0.99
1	1	1	Bcell	Bcell	CD4T	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	CD4T	229	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	Bcell	CD8T	CD4T	367	2327	0.98219356311475	0	1.2302449673953	0.0579857689078417	1.1158062603523	1.13958201916135	1.18617559847017	1.23041603121586	1.27392165091525	1.32340485411402	1.3487623185892
1	1	1	Bcell	Macrophage	CD4T	264	2327	1.05018882039308	1	1.21893744961435	0.066968160178831	1.07488056846091	1.11587163005352	1.18133938885237	1.21804660297671	1.25629440876047	1.31778785026038	1.39833744239113
1	1	1	Bcell	Stroma	CD4T	197	2327	1.60630781662594	99	1.24715621233911	0.0996269627389651	1.04105615582278	1.11744443659378	1.18873806255605	1.23322310794126	1.28765529185612	1.41405109982597	1.57614883545954
1	1	1	Bcell	Treg	CD4T	303	2327	1.5854868798049	100	1.23178997920077	0.0611618160717625	1.106711513047	1.13043055365602	1.19298096932402	1.22595098134236	1.27005445481297	1.34459981201623	1.38579796331898
1	1	1	Bcell	Tumor	CD4T	748	2327	1.12200671886452	0	1.23753051277527	0.0529741425668505	1.14016507779385	1.16841328978122	1.20545016307868	1.2285547649713	1.26846034674062	1.32092695179093	1.40445012077063
1	1	1	Bcell	Bcell	CD8T	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	CD8T	229	2327	0.801745624738836	0	0.991965050615781	0.050600019971465	0.87964938689203	0.907710756764724	0.96407124280015	0.987740832021635	1.02416877065652	1.0772870109913	1.09670612881767
1	1	1	Bcell	CD8T	CD8T	367	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	Bcell	Macrophage	CD8T	264	2327	1.33694978285609	100	0.993946418858508	0.0475132712532227	0.900247190528753	0.922104417899891	0.970103896437364	0.994858611858108	1.0175205949542	1.04792089850322	1.10935785713251
1	1	1	Bcell	Stroma	CD8T	197	2327	1.43534069185414	100	1.00468484011297	0.0557172218015183	0.894689230608065	0.929564391105139	0.975288611909433	0.997506827658068	1.02776799602999	1.09815702375195	1.18962980887218
1	1	1	Bcell	Treg	CD8T	303	2327	1.76435321411291	100	1.00188141840952	0.0602548515266282	0.89967696290442	0.919925619030924	0.966730451097163	0.991682385514365	1.0231769214898	1.10983316158467	1.21861945913994
1	1	1	Bcell	Tumor	CD8T	748	2327	0.928706971230195	1	0.995949088902138	0.0293271300720297	0.935527466868524	0.945712435221663	0.975493076851634	0.993800571797936	1.01286276419046	1.04397576812681	1.05656624949459
1	1	1	Bcell	Bcell	Macrophage	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	Macrophage	229	2327	1.09429820463765	16	1.15418569195327	0.0644738107279104	1.04691415771546	1.06049102753398	1.11359260668375	1.15043507061871	1.19472837753796	1.2597840620747	1.32302516721044
1	1	1	Bcell	CD8T	Macrophage	367	2327	1.23574807916959	94	1.15013739864311	0.0514235428814555	1.05017905152715	1.07504872863551	1.10798619643873	1.15106660529083	1.19176609950871	1.2389859840396	1.25227254038904
1	1	1	Bcell	Macrophage	Macrophage	264	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	Bcell	Stroma	Macrophage	197	2327	1.1794525300185	62	1.15771801861997	0.0661838090981585	1.01816142457098	1.06308005664235	1.11255254546974	1.14902290888125	1.19424237963685	1.26201148062815	1.31519838116872
1	1	1	Bcell	Treg	Macrophage	303	2327	1.46208371962251	100	1.15004450695576	0.0575533724402183	1.02713554580794	1.06299792489086	1.11605649126643	1.14812992177216	1.17461502455879	1.25779173020367	1.29081697239598
1	1	1	Bcell	Tumor	Macrophage	748	2327	1.38797532579311	100	1.15626624432482	0.0435776425653527	1.0842065986882	1.09173106391469	1.12690103401359	1.1511366125305	1.18176104765245	1.22529820894713	1.25166291686712
1	1	1	Bcell	Bcell	Stroma	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	Stroma	229	2327	1.12045486792021	0	1.34673296865821	0.103996740581818	1.21636800771039	1.23478822753374	1.29071682702137	1.33901465092998	1.37869427136347	1.45438065878364	1.76535501881276
1	1	1	Bcell	CD8T	Stroma	367	2327	1.33924950151488	64	1.32245453995849	0.072060524784203	1.17822686435622	1.21207308783259	1.27769572330278	1.31238154076625	1.36626929030542	1.45189477794777	1.48494948330685
1	1	1	Bcell	Macrophage	Stroma	264	2327	1.15249740228352	0	1.32317035306976	0.0826729600580202	1.16545224776357	1.21895893467165	1.26867492130781	1.31491847499875	1.3740198555522	1.46139242494541	1.57790781487741
1	1	1	Bcell	Stroma	Stroma	197	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	Bcell	Treg	Stroma	303	2327	1.44765753610756	98	1.3219017401516	0.0679937909757718	1.17195604816401	1.20615437796796	1.27831787299684	1.32432555624644	1.37073380635657	1.42157855520386	1.46628182517728
1	1	1	Bcell	Tumor	Stroma	748	2327	1.3126866480145	47	1.3214881917624	0.0478272325367273	1.2288942534164	1.25077135227467	1.28704849493726	1.31804847541001	1.35466004186625	1.41365277875608	1.43633511722613
1	1	1	Bcell	Bcell	Treg	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	Treg	229	2327	0.925491580057989	0	1.07232844862713	0.051825744269812	0.970479343752691	0.999481102546137	1.03837411273456	1.07020432076181	1.09876696200613	1.16173200673461	1.22391480461344
1	1	1	Bcell	CD8T	Treg	367	2327	1.04581054245618	18	1.08853174045718	0.0539639162691348	0.994776510948787	1.02283879166676	1.05453051083782	1.07833330045293	1.11283145213462	1.18973463695749	1.28535349942618
1	1	1	Bcell	Macrophage	Treg	264	2327	0.871061808333703	0	1.08213018023179	0.0624098101990661	0.959732704961595	0.98664388091638	1.04741844210125	1.07271932883753	1.11541485722601	1.18511560154557	1.23924061955316
1	1	1	Bcell	Stroma	Treg	197	2327	1.28369167943514	100	1.08985397245267	0.0558589650023758	0.978397463928769	1.01243255338075	1.05608375858366	1.0865567553738	1.12063777700378	1.19249452489538	1.22835102922344
1	1	1	Bcell	Treg	Treg	303	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	Bcell	Tumor	Treg	748	2327	1.01394079643546	3	1.08531032030574	0.0370238556364993	0.994095294432684	1.02876375891887	1.06170591945312	1.08600641587755	1.1073139447653	1.13427777422827	1.17711172684811
1	1	1	Bcell	Bcell	Tumor	219	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	Bcell	CD4T	Tumor	229	2327	0.574936606738556	0	0.748983490195592	0.0366382575686042	0.674210735604899	0.697327377340871	0.728424186792887	0.745725007459805	0.766557999154752	0.812533245282971	0.857516581014102
1	1	1	Bcell	CD8T	Tumor	367	2327	0.616254107236372	0	0.750899343407361	0.0307841939381569	0.691116049633145	0.698930313423873	0.730389710850497	0.750631169614076	0.769626074620373	0.803627081538213	0.824580027902486
1	1	1	Bcell	Macrophage	Tumor	264	2327	0.742003621256576	39	0.750308982249594	0.0326583853416681	0.689465920464284	0.701902192743873	0.732300582996174	0.747433672819469	0.774735830726292	0.795090665109179	0.841672549101576
1	1	1	Bcell	Stroma	Tumor	197	2327	1.03935997866144	100	0.758387135032829	0.0365590536711806	0.689739945365886	0.698761115867801	0.731860146028137	0.757736995685459	0.779857681775014	0.828610017699324	0.840810985698359
1	1	1	Bcell	Treg	Tumor	303	2327	0.937168301038852	100	0.75285365114454	0.031775668089842	0.669582893548813	0.703686286237058	0.734200290300688	0.756405913543714	0.775308490009319	0.798803932191539	0.815091818618546
1	1	1	Bcell	Tumor	Tumor	748	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	CD4T	Bcell	Bcell	219	2327	0	0	0	0	0	0	0	0	0	0	0
1	1	1	CD4T	CD4T	Bcell	229	2327	Inf	0	Inf		Inf	Inf	Inf	Inf	Inf	Inf	Inf
1	1	1	CD4T	CD8T	Bcell	367	2327	1.67024076807038	100	1.27491990222216	0.0614425997790112	1.15624455415024	1.1951661873873	1.23571887201084	1.26253060862994	1.30662275016388	1.38489315877352	1.43928357912412
